16.1,56.3,0.6,0
17.7,56.65,1.1,0
20.4,53.3,0.6,0
20.05,59.85,0.7,0
20.55,58.6,0.6,0
21.5,59.15,0.65,0
21.55,65.7,1.05,0
18.35,68.9,0.75,0
16.25,63.95,1.05,0
17.5,58.6,0.65,0
18.8,58.9,0.95,0
21.15,62.25,1,0
23.3,63,1.1,0
22.2,69.4,1.3,0
20.7,69.5,0.85,0
18.45,65.85,1,0
19.4,64.7,0.7,0
21.3,54.45,0.75,0
20.65,61.35,0.85,0
20.6,58.5,0.65,0
20.7,56.55,0.75,0
26.45,48.25,1.25,0
24.75,55.05,1.25,0
23.45,59.9,1.35,0
24.5,60.1,1.1,0
23.75,72.75,1.05,0
19.2,87.4,1.05,0
17.8,81.15,0.9,0
16.5,66.9,0.95,0
14.9,58.6,0.7,0
16.3,54.7,1.1,0
20.85,57.75,0.85,0
22,63.95,0.95,0
21.85,62.85,1,0
22.35,55.95,1.5,0
22.15,55.85,0.8,0
23.7,53.65,0.85,0
27.35,51.3,1.6,0
25,48.6,1.6,0
20.5,42.7,0.85,0
17,51.35,0.8,0
19.8,49.45,0.95,0
23.8,57.1,0.85,0
24.1,66.25,0.8,0
26.1,49.5,0.75,0
28.2,41.1,1,0
26.1,63.85,1.6,0
24.95,65.8,0.7,0
22.3,62.3,1,0
24.15,49.7,1.15,0
30.15,53.05,0.95,0
29.85,51.4,1.3,0
30.25,42.75,0.9,0
29.7,41.95,0.55,0
29.15,46.4,0.95,0
27.6,39.55,1,0
25.3,40.7,1.05,0
25.5,39.1,1,0
24.2,43.05,0.7,0
23.6,46.9,1.05,0
25.8,44.5,1.05,0
29.1,59.25,1.65,0
29.75,51.75,1.25,0
28.65,41.75,1.1,0
25.05,40.9,1.15,0
24.8,42.9,1.1,0
24.5,45.6,1.2,0
27.2,42.6,0.6,0
28.3,42.1,0.9,0
29.95,41.9,1.2,0
30.05,45.8,1.1,0
31.8,40.75,1,0
30.4,42.75,1.6,0
30.25,30,1,0
29.7,38.85,0.7,0
32.25,36.1,2.05,0
30.3,42.4,1.8,0
30.8,40.3,1.55,0
32.55,44,1,0
30.6,54.35,1.75,0
31,61.3,1.05,1
30.9,51.3,0.85,0
30.2,44.85,0.75,0
29.95,41.55,0.95,0
32.5,40.25,0.9,0
31.9,36.5,0.75,0
31.15,39.3,0.8,0
30.65,35.3,0.95,0
31.55,34.4,1.15,0
35,30,0.9,0
33.9,27.5,1.4,0
33.05,17.1,1.45,0
34.25,33.25,1,0
34.7,37.5,1.65,0
33.25,34.95,1.45,0
33.85,29.8,1.45,0
34.6,33.35,8.5,0
34.8,29.75,1.4,0
35.6,30.2,1.3,0
35.7,30.9,1.4,0
36.2,32.15,1.25,0
36.9,24.5,1.45,0
35.65,28.55,1.75,0
35.35,28.55,1,0
37.55,24.9,1.8,0
32.5,49.25,1.2,1
31.4,50.95,1.4,0
32,42.1,1.25,0
32.65,42.8,0.9,0
34.3,36.65,1.25,0
34.5,39.7,1.7,0
34.75,37.95,0.9,0
33.4,45.35,2.65,0
35.1,32.05,1.45,0
36.55,28.45,1.45,0
37.55,24.65,1.1,0
38.55,24.35,1.3,0
38.75,27.6,1.15,0
38.8,27.65,1.4,0
38.15,27.3,1.35,0
37.15,26.85,1.3,0
36.9,25.3,1.15,0
36.8,19.65,1.4,0
35.05,22.25,1.8,0
35.85,25.75,1.15,0
34.95,24.05,1.9,0
36.55,20.95,1.3,0
37.75,18.75,1.5,0
37.35,20.8,1.15,0
36,24.45,1.15,0
36.6,27.15,1.1,0
37.15,32.3,1.4,0
37.25,24.85,1.1,0
35.65,22.1,0.9,0
36.55,27.7,1.1,0
38.1,28.15,1.1,0
36.7,23.55,1,0
36.9,23.4,1.2,0
36.15,22.85,1.45,0
36.25,25.8,1.45,0
38.45,25.95,0.75,0
39.3,25.5,1.8,0
39.6,28.95,1.1,0
39,29.95,1.95,0
38.3,23.85,1.25,0
37,27.2,1.5,0
39,21.45,1.6,0
40.1,21,1.9,0
38.5,20.85,1.55,0
38.65,29.75,2.6,0
38.45,35.3,1.55,0
38.2,33.25,1.55,0
34.7,42.8,2.1,0
39.2,29.1,1.8,0
37.6,37.45,3.3,0
35.7,44.15,1.55,1
37.8,32.2,1.3,0
38.7,32.1,1.55,0
36.15,53.8,1.35,1
35.45,47.25,1.5,0
38.05,34.15,2,0
36.85,43.05,1.95,0
38.3,35.5,1.4,0
35.75,39.9,2.25,0
35.8,41.45,2.2,0
36.4,37.75,1.75,0
36.9,39.5,2,0
34.8,55.85,1.9,1
35.2,56.05,1.55,1
36.05,41.05,7.85,0
36.35,41.75,1.6,0
33.5,62.05,2,1
32.85,61.35,2.75,1
30.55,69.3,1.3,1
30.35,75.75,1.15,1
32.55,69.15,1,0
33.15,63.1,1.1,0
33.6,62.15,0.95,0
32.05,65,1.65,1
30.6,76.75,1,1
28.65,78.6,2.1,1
26.75,89.8,1.15,1
27,84.6,1.1,1
28.6,84.15,1.4,1
28.65,85.4,1.95,1
30.45,79.9,1.85,0
28.65,83.85,1.55,1
29.5,77.65,1.75,1
29.3,80.35,2.4,1
28.6,84.4,1.35,1
28.05,82.1,1.45,1
30.35,77.45,1.2,1
27.85,88.35,1.35,1
30.6,74.45,1.3,0
31.95,65.4,1.1,0
31.3,71.35,2,1
31.55,63.25,1.2,0
31.65,61.75,1.05,0
32.7,57.65,1.6,0
31.9,64.1,2.15,0
31.6,67.75,0.8,0
29.65,84.1,1.25,1
31.15,75.55,1.4,0
31.6,75.1,1.6,0
32.35,67.7,1.2,0
32.8,66.35,1.4,0
29.5,79.35,1.4,1
25.5,90.85,9.6,1
26.4,90.6,1.65,1
26.15,91.1,1.6,1
24.2,97.8,1.9,1
24.25,94.1,1.85,1
26.95,89.5,1.45,1
26.2,89.8,1.7,1
25.65,92.1,8.55,1
24.85,92.05,8.85,1
28.65,83.95,7.65,0
28.4,84.35,11.8,1
26.5,90.55,8.8,1
25.7,93.4,8.4,1
24.75,92.2,8.5,1
27.65,86.85,8.9,1
29.35,78.95,0.9,1
29.7,79.4,1.1,0
29.2,82.85,1.6,1
26.35,91.35,0.75,1
28.45,84.5,1.25,1
29.85,81.55,1.35,0
29.15,79.5,1.35,0
29.45,79.4,0.75,1
29.1,78.5,1.05,0
29.55,80.85,1.1,0
29.35,82.5,1.2,0
28.75,83.05,1.1,0
27.85,85.7,1.35,1
26.55,90.25,1.45,1
28.6,81.4,1.25,1
26.85,87.45,1.5,1
26.7,85.45,1.1,1
27.15,85.55,1.05,1
28.45,79.35,0.75,0
30.05,79.85,1.1,0
28.95,82.55,0.85,1
28.6,87.05,0.95,1
28,84.15,1.05,0
26.6,89.5,1.2,1
27,87.9,1.15,1
25.3,96,0.65,1
28.2,86.65,1,1
26.1,91.65,1,1
27.95,87.8,1.35,0
27.65,89.5,1.4,1
28.275,81.05,1.15,0
29.4,78.3,0.95,0
28.05,81.15,1.05,0
28.25,77.55,0.75,0
27.8,80.1,0.8,0
27.8,80.95,0.85,0
28.45,75.3,0.6,0
27.75,79.1,1.05,0
28,81.65,0.65,0
27.65,81.15,0.95,0
28.5,79.8,0.85,0
27.8,83.85,0.55,0
27.75,80.55,0.75,0
27,79.65,0.95,0
25.5,79.25,0.65,0
25.75,73.65,6.3,0
26.05,70.8,6.3,0
27.55,79.95,6.3,1
25.95,88.1,6.3,1
26.35,86.75,6.3,1
26.5,86.95,6.3,1
25.5,91.05,1.6,1
26.85,85,2.3,0
27.25,87.6,2.75,0
26.35,86.85,2.25,1
25.35,91.3,1.9,1
26.5,87.95,4,1
26.85,85.85,4.3,1
26.95,88.05,1.7,1
26.95,90.75,3.8,1
27.5,83.45,2.7,0
27.45,84.95,3.1,1
27.7,84.3,2.9,0
25.75,90.75,2.25,1
26.9,79.1,1.5,0
27.1,77.8,1.1,0
26.95,78.45,2.1,0
27.15,74.2,1.25,0
26.8,76.5,2.1,0
26.5,79.1,2.15,0
24.35,75.95,2.5,0
24.7,74.6,1.45,0
25,79.15,3.3,0
23.55,72.5,3.25,0
22,71.95,4.55,0
22.7,73.55,2.7,0
23.85,73.35,3.25,0
23.9,74.65,2,0
23,72.65,2.4,0
22.85,71.5,3.2,0
22.5,71.55,1.55,0
23.05,71.5,2.3,0
23.5,72.7,2.15,0
22.25,72.3,2,0
22.1,71.85,3.85,0
22.35,70.8,2,0
23.15,73.15,2.6,0
23,77.55,2.45,0
22.6,74.4,2.1,0
24,72.8,0.8,0
23.95,76.95,2.95,0
23.65,74.7,1.8,0
24.5,76,2.75,0
24.65,75.5,1.1,0
23.4,75.825,2.7,0
22.75,73.525,3.3,0
20.525,71.9,2.1,0
20.3,70.6,2.1,0
21.05,71.45,2.5,0
22,75.7,1.35,0
21.6,76.775,2.25,0
22.075,74.75,1.35,0
22.7,71.875,2.5,0
24.25,67.3,4.2,0
25,68.05,4.4,0
24.3,75.025,3.55,0
24.775,71.9,3.2,0
23.3,80.5,1.7,0
22.575,81.825,0.9,0
22.1,76.925,0.85,0
22,72.725,1.05,0
22.65,73.075,1.25,0
22.65,67.275,2.55,0
24.125,70.75,3.25,0
22.1,71.225,2.05,0
23.325,69.475,4.85,0
25.2,71.85,4.3,1
21.575,86.475,2.6,1
17.075,61.775,3.15,0
16.25,68.7,3.05,0
18.525,55.525,2.05,0
20.85,57.275,2.95,0
16.75,46.35,7.05,0
19,45,3.9,0
22.3,45.65,3.85,0
20.55,53.25,3.45,0
21.95,51.9,2.9,0
23.4,51.3,5.15,0
23.1,56.8,6.05,0
18.1,61.2,5.1,0
17.1,53.05,4,0
18.75,49.2,4.1,0
20.4,47.15,0.75,0
25.5,50.9,5.6,0
25.95,53.75,7.25,0
23.85,58,4.35,0
20.65,63.7,4.35,0
19.35,58.45,4.05,0
20.65,53.05,4.6,0
21.85,48.95,3.05,0
20.35,54.55,1.4,0
21.15,47,2.95,0
22.25,43.55,3.9,0
27.65,42.15,8.45,0
25.85,48.5,8.2,0
24.2,53.95,6.45,0
25.45,53.05,7.1,0
23.65,64.45,5.25,0
18.35,77.2,5,0
17.05,73.25,5.5,0
15.85,58.95,4.25,0
15.25,50.25,4.95,0
16.75,45.7,0.15,0
22.75,48.6,7.6,0
23.15,55.25,6.35,0
24.1,48.7,4.9,0
24.2,42.1,7.75,0
22.9,47.95,4.8,0
25.05,44.75,5.6,0
27.75,47.8,7.3,0
24.7,44.4,8.9,0
20.8,43.95,1.45,0
17,45.75,1.5,0
20.6,38.3,3.1,0
24.9,53.45,3.55,0
24.5,58.05,5.85,0
27.25,40.4,5.8,0
30.55,39.6,6.95,0
26.8,54.4,11,1
24.65,56.1,3.55,0
23,50.65,6.75,0
27.25,41.6,3.9,0
31.15,45.45,6.55,0
30.05,47.1,7.45,0
31.7,38.45,7.5,0
29.25,41.25,6.1,0
29.55,40.9,5.75,0
28.8,40.7,9.6,0
26.25,29.75,5.95,0
26.85,28.8,7.55,0
24.95,35.25,8.2,0
23.85,40.4,5.05,0
26.85,36.75,5.4,0
30.05,53.85,10.1,0
30.4,48.95,8.1,0
29.5,39.5,5.4,0
25,34.45,7.65,0
24.6,38.7,5.95,0
24.9,38.25,7.25,0
28,35.85,5.3,0
29.15,36.3,5.15,0
31.4,36.45,5.4,0
31.7,41.9,4.35,0
33.35,31.05,6.85,0
30.75,34.4,11.95,0
29.6,29.4,6.15,0
29.85,35.95,5.7,0
31.75,38.4,9.55,0
31,36.85,9.85,0
30.9,38.8,9.85,0
32.55,40.4,7.3,0
31.05,49,11.65,0
30.65,54.45,6.95,1
30.4,50.9,6.5,0
29.35,41.85,3.4,0
30.3,31.7,6.05,0
33.2,33.05,5.1,0
31.6,38.05,4.15,0
31.3,33.75,6.4,0
30.6,27.35,4.1,0
33.45,25.35,4.8,0
34.45,27.5,1.75,0
33.2,23.3,1.85,0
33.65,28.75,3.85,0
35.2,25.15,7.75,0
34.55,35,8.7,0
33.75,30.15,9.7,0
34.75,24.6,8.75,0
33.65,19.8,8.5,0
32.1,28.1,7.7,0
33,35.7,7.7,0
33.1,36.55,7.6,0
36.25,32.45,7.2,0
36.8,25.75,7.25,0
35.5,27.5,8.2,0
35,24.25,6.55,0
36.8,23.1,6.2,0
32.4,42.8,5.55,1
32.2,39.2,7.25,0
31.35,37.65,6.95,0
32.7,37.9,8,0
34,34.55,7.4,0
33.55,39.6,7.6,0
34.8,35.3,11.95,0
32.45,33.7,12.4,0
32.55,32.35,4.65,0
35.2,17.8,1.1,0
35.85,22.95,1,0
36.95,22.4,0.8,0
36.7,25.75,1.15,0
36.45,22.5,1.55,0
36.1,26.6,1.35,0
35.55,22.6,0.8,0
35.3,14.95,1.4,0
34.2,16.75,1.75,0
34.1,16.55,1.25,0
34.9,15,1.8,0
32.65,19.45,1,0
35.2,14.15,1.8,0
36.25,13.3,2.1,0
36.4,13.6,1.4,0
35.7,16.95,1.8,0
35.25,16.35,5.6,0
34.75,29.9,8.55,0
35.3,16.8,5.8,0
34.75,24.6,4.7,0
35.3,23.8,3.35,0
36.85,25.1,0,0
36,19.7,8.2,0
35.7,19.3,2.95,0
34.9,20.55,0.1,0
35.9,19.6,1.1,0
38.9,22.05,0.6,0
38.5,24.45,6,0
38.95,27.1,6.25,0
38.35,29.6,9.5,0
37,23.45,7.2,0
36.7,22.1,9.9,0
37.65,19.45,0.2,0
38.2,17.35,8.5,0
38.65,26.75,6.65,0
36.25,30.1,14.55,0
35.55,36.6,12.45,0
35.95,36.5,9.85,1
32.85,44.55,11.5,0
38.3,25.8,6.65,0
35.5,38.95,18.75,0
35.75,32.85,10.5,0